journey_id,train_no,segment,station_from,station_to,day_of_week,time_of_day,season,weather_flag,trains_ahead,delay_at_entry,delay_at_exit
46,13028,NHT-RPH,NHT,RPH,3,526.98,monsoon,cloudy,3,8.27,11.76
46,13028,RPH-SNT,RPH,SNT,3,552.63,monsoon,cloudy,3,11.76,14.05
46,13028,SNT-AMP,SNT,AMP,3,577.32,monsoon,cloudy,3,14.05,17.84
46,13028,AMP-BHP,AMP,BHP,3,585.94,monsoon,cloudy,3,17.84,20.66
46,13028,BHP-BWN,BHP,BWN,3,607.16,monsoon,cloudy,3,20.66,27.03
46,13028,BWN-BDC,BWN,BDC,3,687.56,monsoon,cloudy,3,27.03,32.02
46,13028,BDC-HWH,BDC,HWH,3,763.63,monsoon,cloudy,3,32.02,38.92
47,13028,NHT-RPH,NHT,RPH,3,527.01,monsoon,clear,2,3.02,6.5
47,13028,RPH-SNT,RPH,SNT,3,550.63,monsoon,clear,2,6.5,8.76
47,13028,SNT-AMP,SNT,AMP,3,576.95,monsoon,clear,2,8.76,10.87
47,13028,AMP-BHP,AMP,BHP,3,585.35,monsoon,clear,2,10.87,12.48
47,13028,BHP-BWN,BHP,BWN,3,607.43,monsoon,clear,2,12.48,19.9
47,13028,BWN-BDC,BWN,BDC,3,689.1,monsoon,clear,2,19.9,26.97
47,13028,BDC-HWH,BDC,HWH,3,761.32,monsoon,clear,2,26.97,26.1
48,13028,NHT-RPH,NHT,RPH,4,525.04,summer,clear,1,3.01,9.79
48,13028,RPH-SNT,RPH,SNT,4,554.55,summer,clear,1,9.79,15.03
48,13028,SNT-AMP,SNT,AMP,4,574.91,summer,clear,1,15.03,17.1
48,13028,AMP-BHP,AMP,BHP,4,587.03,summer,clear,1,17.1,13.34
48,13028,BHP-BWN,BHP,BWN,4,608.06,summer,clear,1,13.34,15.66
48,13028,BWN-BDC,BWN,BDC,4,690.64,summer,clear,1,15.66,22.97
48,13028,BDC-HWH,BDC,HWH,4,763.56,summer,clear,1,22.97,31.1
49,13028,NHT-RPH,NHT,RPH,0,526.67,winter,clear,1,11.77,13.52
49,13028,RPH-SNT,RPH,SNT,0,552.82,winter,clear,1,13.52,15.19
49,13028,SNT-AMP,SNT,AMP,0,571.96,winter,clear,1,15.19,20.17
49,13028,AMP-BHP,AMP,BHP,0,586.48,winter,clear,1,20.17,21.01
49,13028,BHP-BWN,BHP,BWN,0,606.13,winter,clear,1,21.01,27.69
49,13028,BWN-BDC,BWN,BDC,0,689.98,winter,clear,1,27.69,33.6
49,13028,BDC-HWH,BDC,HWH,0,765.02,winter,clear,1,33.6,39.64
50,13028,NHT-RPH,NHT,RPH,0,523.24,autumn,clear,0,12.53,13.87
50,13028,RPH-SNT,RPH,SNT,0,553.12,autumn,clear,0,13.87,15.23
50,13028,SNT-AMP,SNT,AMP,0,575.07,autumn,clear,0,15.23,17.46
50,13028,AMP-BHP,AMP,BHP,0,587.4,autumn,clear,0,17.46,17.31
50,13028,BHP-BWN,BHP,BWN,0,604.75,autumn,clear,0,17.31,18.98
50,13028,BWN-BDC,BWN,BDC,0,686.51,autumn,clear,0,18.98,24.07
50,13028,BDC-HWH,BDC,HWH,0,764.56,autumn,clear,0,24.07,28.33
51,13028,NHT-RPH,NHT,RPH,2,526.18,autumn,clear,1,1.44,4.63
51,13028,RPH-SNT,RPH,SNT,2,549.36,autumn,clear,1,4.63,11.56
51,13028,SNT-AMP,SNT,AMP,2,572.7,autumn,clear,1,11.56,12.52
51,13028,AMP-BHP,AMP,BHP,2,592.83,autumn,clear,1,12.52,11.97
51,13028,BHP-BWN,BHP,BWN,2,608.74,autumn,clear,1,11.97,16.77
51,13028,BWN-BDC,BWN,BDC,2,686.48,autumn,clear,1,16.77,20.85
51,13028,BDC-HWH,BDC,HWH,2,763.82,autumn,clear,1,20.85,23.34
52,13028,NHT-RPH,NHT,RPH,3,525.46,autumn,clear,3,10.02,11.38
52,13028,RPH-SNT,RPH,SNT,3,548.33,autumn,clear,3,11.38,10.89
52,13028,SNT-AMP,SNT,AMP,3,577.14,autumn,clear,3,10.89,14.15
52,13028,AMP-BHP,AMP,BHP,3,593.43,autumn,clear,3,14.15,17.24
52,13028,BHP-BWN,BHP,BWN,3,604.64,autumn,clear,3,17.24,20.93
52,13028,BWN-BDC,BWN,BDC,3,688.71,autumn,clear,3,20.93,26.39
52,13028,BDC-HWH,BDC,HWH,3,763.23,autumn,clear,3,26.39,25.31
53,13028,NHT-RPH,NHT,RPH,6,524.79,summer,clear,4,9.12,7.37
53,13028,RPH-SNT,RPH,SNT,6,551.28,summer,clear,4,7.37,15.36
53,13028,SNT-AMP,SNT,AMP,6,573.98,summer,clear,4,15.36,18.75
53,13028,AMP-BHP,AMP,BHP,6,585.79,summer,clear,4,18.75,24.83
53,13028,BHP-BWN,BHP,BWN,6,608.81,summer,clear,4,24.83,25.72
53,13028,BWN-BDC,BWN,BDC,6,690.48,summer,clear,4,25.72,33.66
53,13028,BDC-HWH,BDC,HWH,6,763.08,summer,clear,4,33.66,39.03
54,13028,NHT-RPH,NHT,RPH,3,529.2,summer,clear,0,3.92,6.17
54,13028,RPH-SNT,RPH,SNT,3,549.68,summer,clear,0,6.17,8.36
54,13028,SNT-AMP,SNT,AMP,3,571.81,summer,clear,0,8.36,10.07
54,13028,AMP-BHP,AMP,BHP,3,587.19,summer,clear,0,10.07,14.29
54,13028,BHP-BWN,BHP,BWN,3,607.88,summer,clear,0,14.29,18.73
54,13028,BWN-BDC,BWN,BDC,3,690.04,summer,clear,0,18.73,15.91
54,13028,BDC-HWH,BDC,HWH,3,760.71,summer,clear,0,15.91,18.64
55,13028,NHT-RPH,NHT,RPH,0,525.31,autumn,cloudy,0,0.0,4.23
55,13028,RPH-SNT,RPH,SNT,0,554.39,autumn,cloudy,0,4.23,10.57
55,13028,SNT-AMP,SNT,AMP,0,578.87,autumn,cloudy,0,10.57,12.91
55,13028,AMP-BHP,AMP,BHP,0,588.27,autumn,cloudy,0,12.91,14.9
55,13028,BHP-BWN,BHP,BWN,0,606.25,autumn,cloudy,0,14.9,17.61
55,13028,BWN-BDC,BWN,BDC,0,687.08,autumn,cloudy,0,17.61,26.31
55,13028,BDC-HWH,BDC,HWH,0,760.35,autumn,cloudy,0,26.31,33.42
56,13028,NHT-RPH,NHT,RPH,6,529.27,autumn,clear,3,3.66,7.47
56,13028,RPH-SNT,RPH,SNT,6,550.37,autumn,clear,3,7.47,8.89
56,13028,SNT-AMP,SNT,AMP,6,575.61,autumn,clear,3,8.89,7.5
56,13028,AMP-BHP,AMP,BHP,6,586.09,autumn,clear,3,7.5,7.71
56,13028,BHP-BWN,BHP,BWN,6,607.02,autumn,clear,3,7.71,12.31
56,13028,BWN-BDC,BWN,BDC,6,688.43,autumn,clear,3,12.31,19.75
56,13028,BDC-HWH,BDC,HWH,6,760.48,autumn,clear,3,19.75,21.55
57,13028,NHT-RPH,NHT,RPH,0,525.75,winter,clear,0,5.89,5.22
57,13028,RPH-SNT,RPH,SNT,0,549.35,winter,clear,0,5.22,11.85
57,13028,SNT-AMP,SNT,AMP,0,572.55,winter,clear,0,11.85,13.81
57,13028,AMP-BHP,AMP,BHP,0,588.92,winter,clear,0,13.81,17.18
57,13028,BHP-BWN,BHP,BWN,0,605.38,winter,clear,0,17.18,19.62
57,13028,BWN-BDC,BWN,BDC,0,688.7,winter,clear,0,19.62,25.39
57,13028,BDC-HWH,BDC,HWH,0,763.81,winter,clear,0,25.39,20.19
58,13028,NHT-RPH,NHT,RPH,6,525.53,winter,cloudy,2,5.14,7.62
58,13028,RPH-SNT,RPH,SNT,6,551.72,winter,cloudy,2,7.62,12.93
58,13028,SNT-AMP,SNT,AMP,6,574.2,winter,cloudy,2,12.93,9.11
58,13028,AMP-BHP,AMP,BHP,6,591.48,winter,cloudy,2,9.11,9.61
58,13028,BHP-BWN,BHP,BWN,6,607.14,winter,cloudy,2,9.61,12.64
58,13028,BWN-BDC,BWN,BDC,6,687.27,winter,cloudy,2,12.64,20.93
58,13028,BDC-HWH,BDC,HWH,6,761.25,winter,cloudy,2,20.93,30.72
59,13028,NHT-RPH,NHT,RPH,3,528.28,monsoon,clear,1,13.87,15.83
59,13028,RPH-SNT,RPH,SNT,3,551.39,monsoon,clear,1,15.83,16.39
59,13028,SNT-AMP,SNT,AMP,3,578.27,monsoon,clear,1,16.39,24.44
59,13028,AMP-BHP,AMP,BHP,3,587.82,monsoon,clear,1,24.44,23.54
59,13028,BHP-BWN,BHP,BWN,3,608.09,monsoon,clear,1,23.54,28.02
59,13028,BWN-BDC,BWN,BDC,3,686.33,monsoon,clear,1,28.02,36.49
59,13028,BDC-HWH,BDC,HWH,3,762.82,monsoon,clear,1,36.49,41.33
60,13028,NHT-RPH,NHT,RPH,5,526.09,autumn,clear,5,5.48,7.32
60,13028,RPH-SNT,RPH,SNT,5,552.64,autumn,clear,5,7.32,10.02
60,13028,SNT-AMP,SNT,AMP,5,576.12,autumn,clear,5,10.02,12.47
60,13028,AMP-BHP,AMP,BHP,5,588.15,autumn,clear,5,12.47,13.44
60,13028,BHP-BWN,BHP,BWN,5,610.86,autumn,clear,5,13.44,12.78
60,13028,BWN-BDC,BWN,BDC,5,692.31,autumn,clear,5,12.78,18.04
60,13028,BDC-HWH,BDC,HWH,5,761.11,autumn,clear,5,18.04,23.74
61,13028,NHT-RPH,NHT,RPH,5,528.03,autumn,rain,5,3.58,4.09
61,13028,RPH-SNT,RPH,SNT,5,549.96,autumn,rain,5,4.09,12.35
61,13028,SNT-AMP,SNT,AMP,5,578.92,autumn,rain,5,12.35,12.82
61,13028,AMP-BHP,AMP,BHP,5,585.23,autumn,rain,5,12.82,13.89
61,13028,BHP-BWN,BHP,BWN,5,610.94,autumn,rain,5,13.89,13.12
61,13028,BWN-BDC,BWN,BDC,5,688.47,autumn,rain,5,13.12,23.98
61,13028,BDC-HWH,BDC,HWH,5,762.77,autumn,rain,5,23.98,30.17
62,13028,NHT-RPH,NHT,RPH,2,529.04,winter,clear,0,6.08,10.34
62,13028,RPH-SNT,RPH,SNT,2,552.96,winter,clear,0,10.34,9.49
62,13028,SNT-AMP,SNT,AMP,2,579.92,winter,clear,0,9.49,11.81
62,13028,AMP-BHP,AMP,BHP,2,584.71,winter,clear,0,11.81,12.94
62,13028,BHP-BWN,BHP,BWN,2,604.31,winter,clear,0,12.94,9.0
62,13028,BWN-BDC,BWN,BDC,2,686.03,winter,clear,0,9.0,20.57
62,13028,BDC-HWH,BDC,HWH,2,760.63,winter,clear,0,20.57,21.55
63,13028,NHT-RPH,NHT,RPH,1,524.96,monsoon,clear,2,0.0,3.11
63,13028,RPH-SNT,RPH,SNT,1,552.66,monsoon,clear,2,3.11,8.12
63,13028,SNT-AMP,SNT,AMP,1,571.93,monsoon,clear,2,8.12,11.76
63,13028,AMP-BHP,AMP,BHP,1,587.89,monsoon,clear,2,11.76,13.86
63,13028,BHP-BWN,BHP,BWN,1,609.29,monsoon,clear,2,13.86,18.97
63,13028,BWN-BDC,BWN,BDC,1,688.26,monsoon,clear,2,18.97,21.75
63,13028,BDC-HWH,BDC,HWH,1,761.61,monsoon,clear,2,21.75,26.59
64,13028,NHT-RPH,NHT,RPH,2,526.51,autumn,clear,0,3.02,6.73
64,13028,RPH-SNT,RPH,SNT,2,549.32,autumn,clear,0,6.73,9.92
64,13028,SNT-AMP,SNT,AMP,2,570.04,autumn,clear,0,9.92,14.25
64,13028,AMP-BHP,AMP,BHP,2,588.2,autumn,clear,0,14.25,16.84
64,13028,BHP-BWN,BHP,BWN,2,606.02,autumn,clear,0,16.84,14.95
64,13028,BWN-BDC,BWN,BDC,2,687.84,autumn,clear,0,14.95,23.03
64,13028,BDC-HWH,BDC,HWH,2,757.79,autumn,clear,0,23.03,22.5
65,13028,NHT-RPH,NHT,RPH,5,528.36,winter,clear,3,6.85,12.14
65,13028,RPH-SNT,RPH,SNT,5,551.99,winter,clear,3,12.14,14.52
65,13028,SNT-AMP,SNT,AMP,5,575.32,winter,clear,3,14.52,16.08
65,13028,AMP-BHP,AMP,BHP,5,587.31,winter,clear,3,16.08,17.68
65,13028,BHP-BWN,BHP,BWN,5,604.57,winter,clear,3,17.68,25.63
65,13028,BWN-BDC,BWN,BDC,5,689.39,winter,clear,3,25.63,27.2
65,13028,BDC-HWH,BDC,HWH,5,761.77,winter,clear,3,27.2,28.69
66,13028,NHT-RPH,NHT,RPH,2,527.54,winter,clear,0,6.64,9.01
66,13028,RPH-SNT,RPH,SNT,2,553.72,winter,clear,0,9.01,11.24
66,13028,SNT-AMP,SNT,AMP,2,573.38,winter,clear,0,11.24,9.66
66,13028,AMP-BHP,AMP,BHP,2,585.88,winter,clear,0,9.66,15.12
66,13028,BHP-BWN,BHP,BWN,2,604.21,winter,clear,0,15.12,18.89
66,13028,BWN-BDC,BWN,BDC,2,687.72,winter,clear,0,18.89,25.07
66,13028,BDC-HWH,BDC,HWH,2,760.97,winter,clear,0,25.07,23.9
67,13028,NHT-RPH,NHT,RPH,0,528.19,autumn,cloudy,1,0.0,-0.32
67,13028,RPH-SNT,RPH,SNT,0,552.9,autumn,cloudy,1,-0.32,5.6
67,13028,SNT-AMP,SNT,AMP,0,576.45,autumn,cloudy,1,5.6,8.04
67,13028,AMP-BHP,AMP,BHP,0,587.2,autumn,cloudy,1,8.04,10.23
67,13028,BHP-BWN,BHP,BWN,0,608.66,autumn,cloudy,1,10.23,18.57
67,13028,BWN-BDC,BWN,BDC,0,688.81,autumn,cloudy,1,18.57,21.39
67,13028,BDC-HWH,BDC,HWH,0,759.06,autumn,cloudy,1,21.39,28.46
68,13028,NHT-RPH,NHT,RPH,2,523.32,monsoon,clear,2,0.0,2.9
68,13028,RPH-SNT,RPH,SNT,2,552.87,monsoon,clear,2,2.9,3.44
68,13028,SNT-AMP,SNT,AMP,2,574.95,monsoon,clear,2,3.44,7.35
68,13028,AMP-BHP,AMP,BHP,2,587.66,monsoon,clear,2,7.35,11.47
68,13028,BHP-BWN,BHP,BWN,2,603.97,monsoon,clear,2,11.47,15.73
68,13028,BWN-BDC,BWN,BDC,2,689.13,monsoon,clear,2,15.73,21.41
68,13028,BDC-HWH,BDC,HWH,2,763.39,monsoon,clear,2,21.41,23.68
69,13028,NHT-RPH,NHT,RPH,3,528.42,winter,clear,3,3.66,7.9
69,13028,RPH-SNT,RPH,SNT,3,550.14,winter,clear,3,7.9,15.2
69,13028,SNT-AMP,SNT,AMP,3,572.29,winter,clear,3,15.2,19.63
69,13028,AMP-BHP,AMP,BHP,3,586.59,winter,clear,3,19.63,21.59
69,13028,BHP-BWN,BHP,BWN,3,609.14,winter,clear,3,21.59,27.28
69,13028,BWN-BDC,BWN,BDC,3,690.76,winter,clear,3,27.28,33.01
69,13028,BDC-HWH,BDC,HWH,3,763.42,winter,clear,3,33.01,35.32
70,13028,NHT-RPH,NHT,RPH,1,527.86,summer,clear,1,0.0,4.26
70,13028,RPH-SNT,RPH,SNT,1,548.53,summer,clear,1,4.26,6.58
70,13028,SNT-AMP,SNT,AMP,1,574.07,summer,clear,1,6.58,10.97
70,13028,AMP-BHP,AMP,BHP,1,586.13,summer,clear,1,10.97,13.69
70,13028,BHP-BWN,BHP,BWN,1,603.55,summer,clear,1,13.69,17.17
70,13028,BWN-BDC,BWN,BDC,1,691.24,summer,clear,1,17.17,22.81
70,13028,BDC-HWH,BDC,HWH,1,760.68,summer,clear,1,22.81,28.95
71,13028,NHT-RPH,NHT,RPH,4,524.24,autumn,cloudy,0,0.0,3.69
71,13028,RPH-SNT,RPH,SNT,4,554.48,autumn,cloudy,0,3.69,9.7
71,13028,SNT-AMP,SNT,AMP,4,576.16,autumn,cloudy,0,9.7,10.83
71,13028,AMP-BHP,AMP,BHP,4,586.84,autumn,cloudy,0,10.83,13.65
71,13028,BHP-BWN,BHP,BWN,4,605.52,autumn,cloudy,0,13.65,20.8
71,13028,BWN-BDC,BWN,BDC,4,686.87,autumn,cloudy,0,20.8,20.88
71,13028,BDC-HWH,BDC,HWH,4,762.68,autumn,cloudy,0,20.88,22.61
72,13028,NHT-RPH,NHT,RPH,6,530.48,autumn,clear,0,5.96,4.84
72,13028,RPH-SNT,RPH,SNT,6,553.47,autumn,clear,0,4.84,7.48
72,13028,SNT-AMP,SNT,AMP,6,575.56,autumn,clear,0,7.48,8.41
72,13028,AMP-BHP,AMP,BHP,6,584.17,autumn,clear,0,8.41,7.68
72,13028,BHP-BWN,BHP,BWN,6,608.19,autumn,clear,0,7.68,9.67
72,13028,BWN-BDC,BWN,BDC,6,689.37,autumn,clear,0,9.67,16.69
72,13028,BDC-HWH,BDC,HWH,6,763.86,autumn,clear,0,16.69,20.41
73,13028,NHT-RPH,NHT,RPH,6,526.94,winter,clear,1,8.06,5.67
73,13028,RPH-SNT,RPH,SNT,6,552.71,winter,clear,1,5.67,8.75
73,13028,SNT-AMP,SNT,AMP,6,573.33,winter,clear,1,8.75,12.74
73,13028,AMP-BHP,AMP,BHP,6,589.88,winter,clear,1,12.74,10.51
73,13028,BHP-BWN,BHP,BWN,6,604.4,winter,clear,1,10.51,14.17
73,13028,BWN-BDC,BWN,BDC,6,692.63,winter,clear,1,14.17,21.3
73,13028,BDC-HWH,BDC,HWH,6,767.39,winter,clear,1,21.3,20.77
74,13028,NHT-RPH,NHT,RPH,4,528.78,winter,rain,1,5.03,8.59
74,13028,RPH-SNT,RPH,SNT,4,551.59,winter,rain,1,8.59,13.81
74,13028,SNT-AMP,SNT,AMP,4,578.39,winter,rain,1,13.81,17.93
74,13028,AMP-BHP,AMP,BHP,4,588.7,winter,rain,1,17.93,22.28
74,13028,BHP-BWN,BHP,BWN,4,605.73,winter,rain,1,22.28,27.58
74,13028,BWN-BDC,BWN,BDC,4,687.79,winter,rain,1,27.58,31.5
74,13028,BDC-HWH,BDC,HWH,4,761.85,winter,rain,1,31.5,33.97
75,13028,NHT-RPH,NHT,RPH,1,527.43,winter,clear,0,0.0,5.34
75,13028,RPH-SNT,RPH,SNT,1,553.06,winter,clear,0,5.34,7.63
75,13028,SNT-AMP,SNT,AMP,1,575.48,winter,clear,0,7.63,8.23
75,13028,AMP-BHP,AMP,BHP,1,588.96,winter,clear,0,8.23,8.25
75,13028,BHP-BWN,BHP,BWN,1,606.99,winter,clear,0,8.25,17.78
75,13028,BWN-BDC,BWN,BDC,1,686.06,winter,clear,0,17.78,25.43
75,13028,BDC-HWH,BDC,HWH,1,762.1,winter,clear,0,25.43,24.82
76,13028,NHT-RPH,NHT,RPH,4,531.69,summer,rain,3,2.73,8.67
76,13028,RPH-SNT,RPH,SNT,4,552.07,summer,rain,3,8.67,15.63
76,13028,SNT-AMP,SNT,AMP,4,574.15,summer,rain,3,15.63,19.96
76,13028,AMP-BHP,AMP,BHP,4,591.36,summer,rain,3,19.96,21.55
76,13028,BHP-BWN,BHP,BWN,4,608.85,summer,rain,3,21.55,28.68
76,13028,BWN-BDC,BWN,BDC,4,684.8,summer,rain,3,28.68,33.0
76,13028,BDC-HWH,BDC,HWH,4,763.03,summer,rain,3,33.0,37.17
77,13028,NHT-RPH,NHT,RPH,1,524.64,summer,clear,1,1.16,4.77
77,13028,RPH-SNT,RPH,SNT,1,547.9,summer,clear,1,4.77,8.21
77,13028,SNT-AMP,SNT,AMP,1,573.69,summer,clear,1,8.21,12.59
77,13028,AMP-BHP,AMP,BHP,1,586.1,summer,clear,1,12.59,11.94
77,13028,BHP-BWN,BHP,BWN,1,605.42,summer,clear,1,11.94,16.5
77,13028,BWN-BDC,BWN,BDC,1,684.6,summer,clear,1,16.5,25.04
77,13028,BDC-HWH,BDC,HWH,1,760.88,summer,clear,1,25.04,27.59
78,13028,NHT-RPH,NHT,RPH,3,529.65,autumn,rain,1,5.89,9.35
78,13028,RPH-SNT,RPH,SNT,3,548.88,autumn,rain,1,9.35,10.09
78,13028,SNT-AMP,SNT,AMP,3,574.07,autumn,rain,1,10.09,14.32
78,13028,AMP-BHP,AMP,BHP,3,586.61,autumn,rain,1,14.32,16.05
78,13028,BHP-BWN,BHP,BWN,3,608.69,autumn,rain,1,16.05,19.72
78,13028,BWN-BDC,BWN,BDC,3,690.67,autumn,rain,1,19.72,27.87
78,13028,BDC-HWH,BDC,HWH,3,761.2,autumn,rain,1,27.87,32.51
79,13028,NHT-RPH,NHT,RPH,3,526.2,summer,rain,0,12.24,17.15
79,13028,RPH-SNT,RPH,SNT,3,550.11,summer,rain,0,17.15,21.02
79,13028,SNT-AMP,SNT,AMP,3,572.13,summer,rain,0,21.02,21.73
79,13028,AMP-BHP,AMP,BHP,3,591.21,summer,rain,0,21.73,24.64
79,13028,BHP-BWN,BHP,BWN,3,601.74,summer,rain,0,24.64,34.14
79,13028,BWN-BDC,BWN,BDC,3,687.52,summer,rain,0,34.14,33.76
79,13028,BDC-HWH,BDC,HWH,3,762.66,summer,rain,0,33.76,37.44
80,13028,NHT-RPH,NHT,RPH,6,525.16,autumn,rain,3,7.42,8.7
80,13028,RPH-SNT,RPH,SNT,6,552.15,autumn,rain,3,8.7,12.81
80,13028,SNT-AMP,SNT,AMP,6,574.74,autumn,rain,3,12.81,13.35
80,13028,AMP-BHP,AMP,BHP,6,591.56,autumn,rain,3,13.35,15.87
80,13028,BHP-BWN,BHP,BWN,6,606.6,autumn,rain,3,15.87,14.99
80,13028,BWN-BDC,BWN,BDC,6,687.7,autumn,rain,3,14.99,18.11
80,13028,BDC-HWH,BDC,HWH,6,762.2,autumn,rain,3,18.11,24.27
81,13028,NHT-RPH,NHT,RPH,3,527.71,winter,cloudy,0,6.99,7.75
81,13028,RPH-SNT,RPH,SNT,3,549.33,winter,cloudy,0,7.75,6.55
81,13028,SNT-AMP,SNT,AMP,3,574.24,winter,cloudy,0,6.55,8.24
81,13028,AMP-BHP,AMP,BHP,3,586.26,winter,cloudy,0,8.24,12.19
81,13028,BHP-BWN,BHP,BWN,3,611.28,winter,cloudy,0,12.19,17.32
81,13028,BWN-BDC,BWN,BDC,3,687.31,winter,cloudy,0,17.32,18.88
81,13028,BDC-HWH,BDC,HWH,3,760.73,winter,cloudy,0,18.88,21.74
82,13028,NHT-RPH,NHT,RPH,4,529.45,autumn,clear,2,2.24,5.4
82,13028,RPH-SNT,RPH,SNT,4,553.4,autumn,clear,2,5.4,8.91
82,13028,SNT-AMP,SNT,AMP,4,578.59,autumn,clear,2,8.91,11.89
82,13028,AMP-BHP,AMP,BHP,4,586.43,autumn,clear,2,11.89,13.0
82,13028,BHP-BWN,BHP,BWN,4,608.44,autumn,clear,2,13.0,17.4
82,13028,BWN-BDC,BWN,BDC,4,689.73,autumn,clear,2,17.4,25.62
82,13028,BDC-HWH,BDC,HWH,4,762.98,autumn,clear,2,25.62,30.19
83,13028,NHT-RPH,NHT,RPH,2,524.77,autumn,clear,4,0.0,3.63
83,13028,RPH-SNT,RPH,SNT,2,550.95,autumn,clear,4,3.63,7.25
83,13028,SNT-AMP,SNT,AMP,2,577.68,autumn,clear,4,7.25,10.25
83,13028,AMP-BHP,AMP,BHP,2,592.62,autumn,clear,4,10.25,12.65
83,13028,BHP-BWN,BHP,BWN,2,607.41,autumn,clear,4,12.65,18.91
83,13028,BWN-BDC,BWN,BDC,2,691.99,autumn,clear,4,18.91,26.38
83,13028,BDC-HWH,BDC,HWH,2,760.41,autumn,clear,4,26.38,27.34
84,13028,NHT-RPH,NHT,RPH,0,529.75,summer,clear,1,5.07,5.89
84,13028,RPH-SNT,RPH,SNT,0,551.45,summer,clear,1,5.89,11.1
84,13028,SNT-AMP,SNT,AMP,0,575.41,summer,clear,1,11.1,12.56
84,13028,AMP-BHP,AMP,BHP,0,587.47,summer,clear,1,12.56,14.95
84,13028,BHP-BWN,BHP,BWN,0,608.35,summer,clear,1,14.95,17.23
84,13028,BWN-BDC,BWN,BDC,0,690.03,summer,clear,1,17.23,22.61
84,13028,BDC-HWH,BDC,HWH,0,762.55,summer,clear,1,22.61,24.8
85,13028,NHT-RPH,NHT,RPH,0,527.02,monsoon,clear,2,1.13,2.97
85,13028,RPH-SNT,RPH,SNT,0,551.82,monsoon,clear,2,2.97,7.39
85,13028,SNT-AMP,SNT,AMP,0,573.55,monsoon,clear,2,7.39,13.27
85,13028,AMP-BHP,AMP,BHP,0,586.75,monsoon,clear,2,13.27,16.97
85,13028,BHP-BWN,BHP,BWN,0,606.8,monsoon,clear,2,16.97,20.84
85,13028,BWN-BDC,BWN,BDC,0,690.86,monsoon,clear,2,20.84,29.12
85,13028,BDC-HWH,BDC,HWH,0,765.35,monsoon,clear,2,29.12,32.27
86,13028,NHT-RPH,NHT,RPH,3,523.9,summer,clear,1,7.13,10.07
86,13028,RPH-SNT,RPH,SNT,3,554.04,summer,clear,1,10.07,14.99
86,13028,SNT-AMP,SNT,AMP,3,571.53,summer,clear,1,14.99,16.69
86,13028,AMP-BHP,AMP,BHP,3,587.15,summer,clear,1,16.69,19.69
86,13028,BHP-BWN,BHP,BWN,3,607.36,summer,clear,1,19.69,20.74
86,13028,BWN-BDC,BWN,BDC,3,690.52,summer,clear,1,20.74,24.91
86,13028,BDC-HWH,BDC,HWH,3,763.45,summer,clear,1,24.91,30.26
87,13028,NHT-RPH,NHT,RPH,2,526.39,autumn,clear,2,0.0,4.98
87,13028,RPH-SNT,RPH,SNT,2,552.55,autumn,clear,2,4.98,8.02
87,13028,SNT-AMP,SNT,AMP,2,576.9,autumn,clear,2,8.02,10.11
87,13028,AMP-BHP,AMP,BHP,2,589.88,autumn,clear,2,10.11,11.66
87,13028,BHP-BWN,BHP,BWN,2,609.73,autumn,clear,2,11.66,9.58
87,13028,BWN-BDC,BWN,BDC,2,687.65,autumn,clear,2,9.58,17.98
87,13028,BDC-HWH,BDC,HWH,2,761.97,autumn,clear,2,17.98,18.64
88,13028,NHT-RPH,NHT,RPH,3,523.95,winter,cloudy,6,0.91,6.84
88,13028,RPH-SNT,RPH,SNT,3,551.48,winter,cloudy,6,6.84,14.19
88,13028,SNT-AMP,SNT,AMP,3,576.48,winter,cloudy,6,14.19,19.12
88,13028,AMP-BHP,AMP,BHP,3,589.41,winter,cloudy,6,19.12,23.14
88,13028,BHP-BWN,BHP,BWN,3,609.13,winter,cloudy,6,23.14,30.29
88,13028,BWN-BDC,BWN,BDC,3,690.38,winter,cloudy,6,30.29,32.69
88,13028,BDC-HWH,BDC,HWH,3,760.99,winter,cloudy,6,32.69,33.21
89,13028,NHT-RPH,NHT,RPH,6,525.08,monsoon,clear,2,7.79,12.75
89,13028,RPH-SNT,RPH,SNT,6,554.1,monsoon,clear,2,12.75,12.66
89,13028,SNT-AMP,SNT,AMP,6,577.66,monsoon,clear,2,12.66,13.89
89,13028,AMP-BHP,AMP,BHP,6,585.88,monsoon,clear,2,13.89,15.96
89,13028,BHP-BWN,BHP,BWN,6,603.9,monsoon,clear,2,15.96,17.8
89,13028,BWN-BDC,BWN,BDC,6,687.5,monsoon,clear,2,17.8,20.18
89,13028,BDC-HWH,BDC,HWH,6,764.67,monsoon,clear,2,20.18,25.42
90,13028,NHT-RPH,NHT,RPH,0,526.54,monsoon,clear,0,4.37,5.97
90,13028,RPH-SNT,RPH,SNT,0,551.69,monsoon,clear,0,5.97,13.48
90,13028,SNT-AMP,SNT,AMP,0,575.08,monsoon,clear,0,13.48,15.63
90,13028,AMP-BHP,AMP,BHP,0,586.58,monsoon,clear,0,15.63,12.73
90,13028,BHP-BWN,BHP,BWN,0,608.15,monsoon,clear,0,12.73,14.28
90,13028,BWN-BDC,BWN,BDC,0,688.81,monsoon,clear,0,14.28,21.25
90,13028,BDC-HWH,BDC,HWH,0,761.03,monsoon,clear,0,21.25,23.01
91,13028,NHT-RPH,NHT,RPH,3,525.05,winter,cloudy,2,3.46,6.61
